Model units:
Name: Necron Warriors, Army Type: Necrons
Name: Necron Warriors, Army Type: Necrons
Enemy units:
Name: Necron Warriors, Army Type: Necrons
Name: Necron Warriors, Army Type: Necrons
Number of Lifetimes ran: 1500

Iteration 0 ended with reward 0.005044371722444238, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward -0.12, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.137, enemy health [7.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.04732042139897545, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.5395617375191109, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward -0.0655, enemy health [10.0, 10.0], model health [7.0, 8.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.1896601063369741, enemy health [10.0, 6.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward -0.04633333333333334, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.03293671719102173, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.016668076170182733, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8368 ended with reward 0.003264830932763493, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.043099104734871524, enemy health [9.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.060333333333333336, enemy health [6.0, 10.0], model health [9.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.2505, enemy health [2.0, 10.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.03688184560773656, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.11, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 1, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.029833333333333337, enemy health [7.0, 10.0], model health [10.0, 7.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.2305, enemy health [8.0, 5.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.10033333333333333, enemy health [6.0, 9.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward 0.022637346482837724, enemy health [9.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8384 ended with reward -0.003333333333333334, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.17333333333333334, enemy health [5.0, 10.0], model health [10.0, 6.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.17033333333333334, enemy health [6.0, 10.0], model health [6.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.12, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.0465, enemy health [9.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.018822114419775476, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.5535, enemy health [0.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.13033333333333336, enemy health [7.0, 10.0], model health [10.0, 10.0], model VP 1, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.02, enemy health [9.0, 10.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.16366666666666668, enemy health [5.0, 6.0], model health [7.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.10033333333333333, enemy health [6.0, 8.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.07016666666666667, enemy health [10.0, 9.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8400 ended with reward 0.0960091981439688, enemy health [7.0, 10.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.08726461023931581, enemy health [3.0, 10.0], model health [10.0, 5.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.01520023207662824, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.15366666666666667, enemy health [5.0, 10.0], model health [7.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.16141614074023336, enemy health [6.0, 10.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.004237006035530256, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward -0.003333333333333334, enemy health [0.0, 9.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.013333333333333332, enemy health [10.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.07033333333333333, enemy health [8.0, 10.0], model health [6.0, 10.0], model VP 1, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.06911052719450006, enemy health [7.0, 10.0], model health [7.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.19066666666666668, enemy health [7.0, 2.0], model health [4.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.08133333333333333, enemy health [6.0, 7.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.08366666666666667, enemy health [7.0, 9.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8416 ended with reward 0.07125342405940453, enemy health [9.0, 10.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.077, enemy health [3.0, 10.0], model health [7.0, 6.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.12989068920323746, enemy health [6.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.17033333333333334, enemy health [2.0, 10.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.007488010456090244, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.1640204485188942, enemy health [6.0, 7.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.02, enemy health [10.0, 10.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.01288376423677177, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.03900000000000001, enemy health [0.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.07033333333333333, enemy health [9.0, 9.0], model health [3.0, 10.0], model VP 1, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.02, enemy health [8.0, 10.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.26066666666666666, enemy health [3.0, 3.0], model health [3.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.059833333333333315, enemy health [7.0, 10.0], model health [5.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.2465, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward -0.04866666666666668, enemy health [7.0, 6.0], model health [3.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8432 ended with reward 0.08454144312119, enemy health [7.0, 10.0], model health [10.0, 8.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward -0.003333333333333334, enemy health [3.0, 10.0], model health [10.0, 8.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.08683333333333333, enemy health [6.0, 10.0], model health [5.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.02600825269465326, enemy health [4.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.16716666666666663, enemy health [6.0, 10.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.04016666666666668, enemy health [9.0, 9.0], model health [10.0, 6.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward -0.02, enemy health [10.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8448 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.02651900215071465, enemy health [0.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.10033333333333333, enemy health [10.0, 8.0], model health [3.0, 10.0], model VP 1, enemy VP 0, mission Only War
Iteration 8448 ended with reward -0.0365, enemy health [8.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.12366666666666666, enemy health [2.0, 5.0], model health [0.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.040166666666666656, enemy health [8.0, 10.0], model health [6.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.021251585404226274, enemy health [9.0, 10.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward 0.022559229727343325, enemy health [8.0, 7.0], model health [0.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8448 ended with reward -0.09183333333333335, enemy health [9.0, 7.0], model health [10.0, 4.0], model VP 0, enemy VP 0, mission Only War
Iteration 8464 ended with reward -0.14020711065116948, enemy health [4.0, 8.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward 0.5661434733101904, enemy health [5.0, 10.0], model health [6.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
model won!
Iteration 8464 ended with reward 0.2806147629311046, enemy health [1.0, 10.0], model health [9.0, 9.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
model won!
Iteration 8464 ended with reward -0.013, enemy health [6.0, 10.0], model health [6.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward -0.4043668259265162, enemy health [8.0, 10.0], model health [9.0, 5.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward 0.052073412473444804, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8464 ended with reward 0.004236425051863968, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
model won!
Iteration 8464 ended with reward -0.12983333333333333, enemy health [0.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward 0.013909460357921542, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
model won!
Iteration 8464 ended with reward -0.008427454257709945, enemy health [10.0, 9.0], model health [4.0, 10.0], model VP 1, enemy VP 0, mission Only War
model won!
Major Victory
enemy won!
Iteration 8464 ended with reward 0.2379698254241039, enemy health [3.0, 10.0], model health [9.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
model won!
Iteration 8464 ended with reward 0.11381323291396114, enemy health [1.0, 8.0], model health [0.0, 7.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
model won!
Iteration 8464 ended with reward -0.019833333333333328, enemy health [9.0, 10.0], model health [5.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward -0.04633333333333334, enemy health [9.0, 9.0], model health [10.0, 7.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward -0.02, enemy health [10.0, 10.0], model health [0.0, 10.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8464 ended with reward -0.013, enemy health [9.0, 9.0], model health [9.0, 2.0], model VP 0, enemy VP 0, mission Only War
draw!
Major Victory
enemy won!
Iteration 8480 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.0520300057313305, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.017814053792014603, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.03946385397938544, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.024953833324558652, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.05203773282127905, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward -0.05930006470213583, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.025923904708952047, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.03594352913880177, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.01196844892847464, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8480 ended with reward 0.0159048165075423, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.01029891533327388, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.005658169617666875, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.008452785045711498, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.02712886634988383, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.015266247334792739, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.037450065901706166, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.014096935952054782, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.01428806825542847, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.0008290351338286448, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.14610939329796, enemy health [6.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.040094902507015806, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.04081487647391571, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8496 ended with reward 0.018301636548690207, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.00036509013007473006, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.028660577597913912, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.005219539613343146, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.03141941345224173, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.0044617965771719765, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.02588754706277496, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.006303865118816355, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.017352324651517512, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.002238347858914273, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward -0.09966666666666667, enemy health [9.0, 10.0], model health [6.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.10063106741667369, enemy health [10.0, 8.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward 0.018367429056788075, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8512 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.0017180311085038963, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.10016666666666667, enemy health [10.0, 8.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.019816283155900533, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.09, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.0022657592642767455, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.10033333333333333, enemy health [8.0, 10.0], model health [4.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.17831333333333332, enemy health [10.0, 7.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.1249567773850537, enemy health [10.0, 7.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8528 ended with reward 0.028607990512255883, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward 0.011102596994842678, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.04633333333333334, enemy health [10.0, 10.0], model health [10.0, 7.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.2465, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward 0.0018287506143097156, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward 0.023269667481466142, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward 0.14572579204196365, enemy health [7.0, 10.0], model health [0.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward 0.06433333333333331, enemy health [7.0, 8.0], model health [8.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward 0.14683333333333334, enemy health [7.0, 8.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8544 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.34650000000000003, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward 0.018721994434042936, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.04983333333333333, enemy health [9.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward 0.0019199572120074987, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.029666666666666668, enemy health [10.0, 10.0], model health [10.0, 5.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward 0.11350000000000002, enemy health [10.0, 7.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward 0.00046471958819761143, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.02233333333333334, enemy health [10.0, 9.0], model health [10.0, 9.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
Iteration 8560 ended with reward -0.02, enemy health [10.0, 10.0], model health [10.0, 10.0], model VP 0, enemy VP 0, mission Only War
